governance_type,ecological_site,Site,Region,District,Village,surveyNo,a_1_1_Employment_status,a_1_1_weight,a_1_1_weighted,a_1_2_Percentage_of_catch_from_fishing_sold,a_1_2_weight,a_1_2_weighted,a_1_3_Percentage_of_income_from_the_main_activity,a_1_3_weight,a_1_3_weighted,a_1_4_Time_conducting_the_activity,a_1_4_weight,a_1_4_weighted,a_1_Livelihood_sum,a_1_Livelihood_weight,a_1_Livelihood_weighted,a_2_1_Gender,a_2_1_weight,a_2_1_weighted,a_2_2_Years_living_in_the_village,a_2_2_weight,a_2_2_weighted,a_2_3_Percentage_of_children_in_the_family_members,a_2_3_weight,a_2_3_weighted,a_2_4_Family_dependency,a_2_4_weight,a_2_4_weighted,a_2_Demographic_sum,a_2_Demographic_weight,a_2_Demographic_weighted,a_3_1_Appreciation_of_biodiversity,a_3_1_weight,a_3_1_weighted,a_3_2_Identity_and_pride,a_3_2_weight,a_3_2_weighted,a_3_3_Appreciation_of_lifestyle,a_3_3_weight,a_3_3_weighted,a_3_Cultural_sum,a_3_Cultural_weight,a_3_Cultural_weighted,a_4_1_Age,a_4_1_weight,a_4_1_weighted,a_4_2_Food_security_and_wellbeing,a_4_2_weight,a_4_2_weighted,a_4_3_Sense_of_place,a_4_3_weight,a_4_3_weighted,a_4_health_sum,a_4_health_weight,a_4_health_weighted,a_SENSITIVITY,b_1_1_Level_of_education,b_1_1_weight,b_1_1_weighted,b_1_2_Knowledge_of_rules,b_1_2_weight,b_1_2_weighted,b_1_3_Access_to_information,b_1_3_weight,b_1_3_weighted,b_1_learning_sum,b_1_learning_weight,b_1_learning_weighted,b_2_1_Material_style_of_life,b_2_1_weight,b_2_1_weighted,b_2_2_Community_infrastructures,b_2_2_weight,b_2_2_weighted,b_2_3_Access_to_credit,b_2_3_weight,b_2_3_weighted,b_2_Assets_sum,b_2_Assets_weight,b_2_Assets_weighted,b_3_1_Livelihood_multiplicity,b_3_1_weight,b_3_1_weighted,b_3_2_Adapt_to_live_without_fishing,b_3_2_weight,b_3_2_weighted,b_3_3_Gear,b_3_3_weight,b_3_3_weighted,b_3_4_Spatial_mobility,b_3_4_weight,b_3_4_weighted,b_3_Flexibility_sum,b_3_Flexibility_weight,b_3_Flexibility_weighted,b_4_1_Perceived_capacity_to_change,b_4_1_weight,b_4_1_weighted,b_4_2_Recognition_of_causality,b_4_2_weight,b_4_2_weighted,b_4_3_Level_of_participation,b_4_3_weight,b_4_3_weighted,b_4_agency_Sum,b_4_agency_weight,b_4_agency_weighted,b_5_1_Trust_in_organization,b_5_1_weight,b_5_1_weighted,b_5_2_Community_cohesion,b_5_2_weight,b_5_2_weighted,b_5_3_Linking_Social_capital,b_5_3_weight,b_5_3_weighted,b_5_organization_sum,b_5_Organization_weight,b_5_Organization_weighted,b_ADAPTIVE_CAPACITY,c_vulnerability_EQUAL_adaptive_capacity_MINUS_sensitivity,quadrant
Implementation of LMMAs in progress,Mangrove,Mahajamba,Sofia,Port_Berger,Tsinjoarivo,P033,1,0.174,0.2474,0.95,0.324,0.2473,0.5,0.338,0.15,0.2353,0.164,0.0452,0.6899,0.33,0.2225,0,0.257,0,0.4265,0.22,0.0875,0.1429,0.233,0.0324,0.1429,0.29,0.0493,0.1693,0.229,0.0397,1,0.302,0.3136,0,0.319,0,1,0.379,0.3715,0.685,0.178,0.1186,0.28,0.208,0.0641,0.2083,0.551,0.1031,0,0.241,0,0.1672,0.263,0.0451,0.426,0.5,0.378,0.1892,1,0.28,0.2796,0.8,0.342,0.2736,0.7424,0.241,0.1865,0.2027,0.334,0.067,0.25,0.429619722,0.1074,0,0.23970222,0,0.1744,0.201948503,0.0352,0.6667,0.38069361,0.2538,1,0.214992669,0.215,0,0.20862622,0,1,0.195687501,0.1957,0.6645,0.213724639,0.142,1,0.363267572,0.3633,1,0.309709252,0.3097,0.75,0.327023177,0.2453,0.9182,0.151246925,0.1389,0.7,0.325747012,0.228,0.3333,0.342611092,0.1142,1,0.331641896,0.3316,0.6739,0.181907181,0.1226,0.6252,0.1992227,q4
Implementation of LMMAs in progress,Mangrove,Mahajamba,Sofia,Port_Berger,Tsinjoarivo,P034,1,0.174,0.2474,0.98,0.324,0.2551,1,0.338,0.3001,0.2353,0.164,0.0452,0.8478,0.33,0.2734,1,0.257,0.22240481,0.4265,0.22,0.0875,0.5,0.233,0.1135,0.5,0.29,0.1726,0.3737,0.229,0.0877,1,0.302,0.3136,0,0.319,0,1,0.379,0.3715,0.685,0.178,0.1186,0.32,0.208,0.0732,0.3333,0.551,0.165,1,0.241,0.2763,0.5145,0.263,0.1387,0.6185,0,0.378,0,1,0.28,0.2796,0.8,0.342,0.2736,0.5532,0.241,0.1389,0.1648,0.334,0.0545,0.25,0.429619722,0.1074,0,0.23970222,0,0.1619,0.201948503,0.0327,0.6667,0.38069361,0.2538,0.75,0.214992669,0.1612,0,0.20862622,0,0,0.195687501,0,0.415,0.213724639,0.0887,0,0.363267572,0,1,0.309709252,0.3097,0.5,0.327023177,0.1635,0.4732,0.151246925,0.0716,0.65,0.325747012,0.2117,0.3333,0.342611092,0.1142,1,0.331641896,0.3316,0.6576,0.181907181,0.1196,0.4515,-0.1669346,q1
Implementation of LMMAs in progress,Mangrove,Mahajamba,Sofia,Port_Berger,Tsinjoarivo,P035,1,0.174,0.2474,0.95,0.324,0.2473,0.4667,0.338,0.14,0.2353,0.164,0.0452,0.6799,0.33,0.2193,0,0.257,0,0.4265,0.22,0.0875,0.5,0.233,0.1135,0.5,0.29,0.1726,0.3737,0.229,0.0877,1,0.302,0.3136,0,0.319,0,1,0.379,0.3715,0.685,0.178,0.1186,0.26,0.208,0.0595,0.3333,0.551,0.165,1,0.241,0.2763,0.5007,0.263,0.135,0.5606,0,0.378,0,1,0.28,0.2796,0,0.342,0,0.2796,0.241,0.0702,0.2268,0.334,0.075,0.25,0.429619722,0.1074,0,0.23970222,0,0.1824,0.201948503,0.0368,0.3333,0.38069361,0.1269,1,0.214992669,0.215,0,0.20862622,0,0,0.195687501,0,0.3419,0.213724639,0.0731,0,0.363267572,0,1,0.309709252,0.3097,0.5,0.327023177,0.1635,0.4732,0.151246925,0.0716,0.65,0.325747012,0.2117,0.3333,0.342611092,0.1142,1,0.331641896,0.3316,0.6576,0.181907181,0.1196,0.3713,-0.1893166,q2
Implementation of LMMAs in progress,Mangrove,Mahajamba,Sofia,Port_Berger,Tsinjoarivo,P036,1,0.174,0.2474,0.95,0.324,0.2473,0.4,0.338,0.12,0.2157,0.164,0.0415,0.6562,0.33,0.2116,0,0.257,0,0.4118,0.22,0.0845,0,0.233,0,0,0.29,0,0.0845,0.229,0.0198,1,0.302,0.3136,0,0.319,0,1,0.379,0.3715,0.685,0.178,0.1186,0.2,0.208,0.0458,0.3333,0.551,0.165,0,0.241,0,0.2107,0.263,0.0568,0.4069,0.5,0.378,0.1892,1,0.28,0.2796,0.8,0.342,0.2736,0.7424,0.241,0.1865,0.2862,0.334,0.0947,0.25,0.429619722,0.1074,0,0.23970222,0,0.2021,0.201948503,0.0408,0.3333,0.38069361,0.1269,0.75,0.214992669,0.1612,0.5,0.20862622,0.1043,1,0.195687501,0.1957,0.5881,0.213724639,0.1257,0.75,0.363267572,0.2725,1,0.309709252,0.3097,0.4167,0.327023177,0.1363,0.7184,0.151246925,0.1087,0.85,0.325747012,0.2769,0.3333,0.342611092,0.1142,1,0.331641896,0.3316,0.7227,0.181907181,0.1315,0.5931,0.1861946,q4
Implementation of LMMAs in progress,Mangrove,Mahajamba,Sofia,Port_Berger,Tsinjoarivo,P037,1,0.174,0.2474,0.98,0.324,0.2551,1,0.338,0.3001,0.0392,0.164,0.0075,0.8101,0.33,0.2613,0,0.257,0,0.1324,0.22,0.0272,0.25,0.233,0.0568,0.625,0.29,0.2158,0.2997,0.229,0.0703,1,0.302,0.3136,0,0.319,0,1,0.379,0.3715,0.685,0.178,0.1186,0.42,0.208,0.0961,0.2083,0.551,0.1031,1,0.241,0.2763,0.4755,0.263,0.1282,0.5784,0,0.378,0,1,0.28,0.2796,1,0.342,0.342,0.6216,0.241,0.1561,0.0919,0.334,0.0304,0.25,0.429619722,0.1074,0,0.23970222,0,0.1378,0.201948503,0.0278,0.3333,0.38069361,0.1269,0.75,0.214992669,0.1612,0.75,0.20862622,0.1565,0,0.195687501,0,0.4446,0.213724639,0.095,0.75,0.363267572,0.2725,0,0.309709252,0,0.6667,0.327023177,0.218,0.4905,0.151246925,0.0742,0.95,0.325747012,0.3095,0.5,0.342611092,0.1713,1,0.331641896,0.3316,0.8124,0.181907181,0.1478,0.5009,-0.0775069,q1
Implementation of LMMAs in progress,Mangrove,Mahajamba,Sofia,Port_Berger,Tsinjoarivo,P038,1,0.174,0.2474,0.97,0.324,0.2525,1,0.338,0.3001,0.1373,0.164,0.0264,0.8264,0.33,0.2665,0,0.257,0,0.1618,0.22,0.0332,0,0.233,0,0,0.29,0,0.0332,0.229,0.0078,1,0.302,0.3136,1,0.319,0.315,1,0.379,0.3715,1,0.178,0.1732,0.12,0.208,0.0275,0.2083,0.551,0.1031,1,0.241,0.2763,0.4068,0.263,0.1097,0.5572,0.25,0.378,0.0946,1,0.28,0.2796,0.8,0.342,0.2736,0.6478,0.241,0.1627,0.6893,0.334,0.2279,0.25,0.429619722,0.1074,0,0.23970222,0,0.3353,0.201948503,0.0677,0.3333,0.38069361,0.1269,0,0.214992669,0,0.5,0.20862622,0.1043,0,0.195687501,0,0.2312,0.213724639,0.0494,1,0.363267572,0.3633,0,0.309709252,0,0.3333,0.327023177,0.109,0.4723,0.151246925,0.0714,0.85,0.325747012,0.2769,0.5,0.342611092,0.1713,0,0.331641896,0,0.4482,0.181907181,0.0815,0.4328,-0.124374,q2
Implementation of LMMAs in progress,Mangrove,Mahajamba,Sofia,Port_Berger,Tsinjoarivo,P039,1,0.174,0.2474,0.98,0.324,0.2551,0.6,0.338,0.1801,0.1765,0.164,0.0339,0.7165,0.33,0.2311,0,0.257,0,0.1324,0.22,0.0272,0.3333,0.233,0.0757,0.3333,0.29,0.1151,0.2179,0.229,0.0511,1,0.302,0.3136,1,0.319,0.315,1,0.379,0.3715,1,0.178,0.1732,0.18,0.208,0.0412,0.3333,0.551,0.165,0.25,0.241,0.0691,0.2752,0.263,0.0742,0.5296,0.25,0.378,0.0946,1,0.28,0.2796,0.8,0.342,0.2736,0.6478,0.241,0.1627,0.4454,0.334,0.1473,0.25,0.429619722,0.1074,0,0.23970222,0,0.2547,0.201948503,0.0514,0.6667,0.38069361,0.2538,0,0.214992669,0,1,0.20862622,0.2086,0.75,0.195687501,0.1468,0.6092,0.213724639,0.1302,1,0.363267572,0.3633,1,0.309709252,0.3097,0.5833,0.327023177,0.1908,0.8637,0.151246925,0.1306,0.65,0.325747012,0.2117,0.3333,0.342611092,0.1142,1,0.331641896,0.3316,0.6576,0.181907181,0.1196,0.5946,0.0650048,q4
Implementation of LMMAs in progress,Mangrove,Mahajamba,Sofia,Port_Berger,Tsinjoarivo,P040,1,0.174,0.2474,0.98,0.324,0.2551,1,0.338,0.3001,0.2941,0.164,0.0565,0.8591,0.33,0.2771,0,0.257,0,0.4265,0.22,0.0875,0.3333,0.233,0.0757,0.3333,0.29,0.1151,0.2783,0.229,0.0653,1,0.302,0.3136,1,0.319,0.315,1,0.379,0.3715,1,0.178,0.1732,0.28,0.208,0.0641,0.2083,0.551,0.1031,1,0.241,0.2763,0.4434,0.263,0.1196,0.6351,0.25,0.378,0.0946,0,0.28,0,0.8,0.342,0.2736,0.3682,0.241,0.0925,0.2542,0.334,0.0841,0.25,0.429619722,0.1074,0,0.23970222,0,0.1915,0.201948503,0.0387,0.3333,0.38069361,0.1269,0,0.214992669,0,0.25,0.20862622,0.0522,0,0.195687501,0,0.1791,0.213724639,0.0383,0,0.363267572,0,1,0.309709252,0.3097,0.4167,0.327023177,0.1363,0.446,0.151246925,0.0675,0.8,0.325747012,0.2606,0.5,0.342611092,0.1713,1,0.331641896,0.3316,0.7635,0.181907181,0.1389,0.3758,-0.2593609,q2
Well established LMMAs,Mangrove,Sahamalaza,Sofia,Analalava,Antafiatambalaka,P041,1,0.174,0.2474,0.95,0.324,0.2473,1,0.338,0.3001,0.0784,0.164,0.0151,0.8098,0.33,0.2612,0,0.257,0,0.0588,0.22,0.0121,0.25,0.233,0.0568,0.25,0.29,0.0863,0.1552,0.229,0.0364,1,0.302,0.3136,1,0.319,0.315,1,0.379,0.3715,1,0.178,0.1732,0.22,0.208,0.0504,0.3333,0.551,0.165,0,0.241,0,0.2153,0.263,0.0581,0.5288,0,0.378,0,1,0.28,0.2796,0.4,0.342,0.1368,0.4164,0.241,0.1046,0.0392,0.334,0.013,0.5,0.429619722,0.2148,0,0.23970222,0,0.2278,0.201948503,0.046,0.3333,0.38069361,0.1269,0,0.214992669,0,0.5,0.20862622,0.1043,1,0.195687501,0.1957,0.4269,0.213724639,0.0912,0.25,0.363267572,0.0908,1,0.309709252,0.3097,0.8333,0.327023177,0.2725,0.673,0.151246925,0.1018,0.85,0.325747012,0.2769,0.6667,0.342611092,0.2284,1,0.331641896,0.3316,0.8369,0.181907181,0.1522,0.4959,-0.0329577,q4
Well established LMMAs,Mangrove,Sahamalaza,Sofia,Analalava,Antafiatambalaka,P042,1,0.174,0.2474,0.95,0.324,0.2473,1,0.338,0.3001,0.2157,0.164,0.0415,0.8362,0.33,0.2697,0,0.257,0,0.1618,0.22,0.0332,0.3333,0.233,0.0757,0.6667,0.29,0.2302,0.3391,0.229,0.0796,0,0.302,0,0,0.319,0,1,0.379,0.3715,0.3715,0.178,0.0643,0.6,0.208,0.1373,0.2083,0.551,0.1031,0.25,0.241,0.0691,0.3095,0.263,0.0835,0.497,0.25,0.378,0.0946,1,0.28,0.2796,1,0.342,0.342,0.7162,0.241,0.1799,0.0103,0.334,0.0034,0.5,0.429619722,0.2148,1,0.23970222,0.2397,0.4579,0.201948503,0.0925,0,0.38069361,0,1,0.214992669,0.215,0,0.20862622,0,0.75,0.195687501,0.1468,0.3618,0.213724639,0.0773,1,0.363267572,0.3633,1,0.309709252,0.3097,0.8333,0.327023177,0.2725,0.9455,0.151246925,0.143,0.85,0.325747012,0.2769,0.6667,0.342611092,0.2284,1,0.331641896,0.3316,0.8369,0.181907181,0.1522,0.6449,0.1478952,q4
Well established LMMAs,Mangrove,Sahamalaza,Sofia,Analalava,Antafiatambalaka,P043,1,0.174,0.2474,0.95,0.324,0.2473,1,0.338,0.3001,0.3725,0.164,0.0716,0.8664,0.33,0.2794,0,0.257,0,0.2794,0.22,0.0574,0,0.233,0,0,0.29,0,0.0574,0.229,0.0135,1,0.302,0.3136,0,0.319,0,1,0.379,0.3715,0.685,0.178,0.1186,0.86,0.208,0.1968,0.3333,0.551,0.165,0.75,0.241,0.2072,0.569,0.263,0.1534,0.5649,0,0.378,0,1,0.28,0.2796,1,0.342,0.342,0.6216,0.241,0.1561,0.1135,0.334,0.0375,0.5,0.429619722,0.2148,1,0.23970222,0.2397,0.492,0.201948503,0.0994,0,0.38069361,0,1,0.214992669,0.215,0,0.20862622,0,0.25,0.195687501,0.0489,0.2639,0.213724639,0.0564,0.75,0.363267572,0.2725,1,0.309709252,0.3097,0.8333,0.327023177,0.2725,0.8547,0.151246925,0.1293,0.95,0.325747012,0.3095,0.6667,0.342611092,0.2284,1,0.331641896,0.3316,0.8695,0.181907181,0.1582,0.5993,0.0343998,q1
Well established LMMAs,Mangrove,Sahamalaza,Sofia,Analalava,Antafiatambalaka,P044,1,0.174,0.2474,0.95,0.324,0.2473,1,0.338,0.3001,0.1373,0.164,0.0264,0.8211,0.33,0.2648,1,0.257,0.2224,0.1029,0.22,0.0211,0.6667,0.233,0.1514,0.6667,0.29,0.2302,0.6251,0.229,0.1467,1,0.302,0.3136,1,0.319,0.315,1,0.379,0.3715,1,0.178,0.1732,0.7,0.208,0.1602,0.3333,0.551,0.165,1,0.241,0.2763,0.6014,0.263,0.1622,0.7469,0,0.378,0,0,0.28,0,0.8,0.342,0.2736,0.2736,0.241,0.0687,0.0135,0.334,0.0045,0.5,0.429619722,0.2148,0,0.23970222,0,0.2193,0.201948503,0.0443,0,0.38069361,0,0,0.214992669,0,0,0.20862622,0,0,0.195687501,0,0,0.213724639,0,0.25,0.363267572,0.0908,0,0.309709252,0,0.75,0.327023177,0.2453,0.3361,0.151246925,0.0508,0.9,0.325747012,0.2932,0.6667,0.342611092,0.2284,1,0.331641896,0.3316,0.8532,0.181907181,0.1552,0.319,-0.4278141,q2
Well established LMMAs,Mangrove,Sahamalaza,Sofia,Analalava,Antafiatambalaka,P045,1,0.174,0.2474,0.95,0.324,0.2473,1,0.338,0.3001,0.0196,0.164,0.0038,0.7985,0.33,0.2575,0,0.257,0,0.0147,0.22,0.003,0.5,0.233,0.1135,0.5,0.29,0.1726,0.2892,0.229,0.0679,1,0.302,0.3136,1,0.319,0.315,1,0.379,0.3715,1,0.178,0.1732,0.1,0.208,0.0229,0.3333,0.551,0.165,0.25,0.241,0.0691,0.2569,0.263,0.0693,0.5678,0,0.378,0,0,0.28,0,0.8,0.342,0.2736,0.2736,0.241,0.0687,0.0272,0.334,0.009,0.5,0.429619722,0.2148,0,0.23970222,0,0.2238,0.201948503,0.0452,0.3333,0.38069361,0.1269,0,0.214992669,0,0,0.20862622,0,0.75,0.195687501,0.1468,0.2737,0.213724639,0.0585,0,0.363267572,0,1,0.309709252,0.3097,0.25,0.327023177,0.0818,0.3915,0.151246925,0.0592,0.8,0.325747012,0.2606,0.6667,0.342611092,0.2284,1,0.331641896,0.3316,0.8206,0.181907181,0.1493,0.3809,-0.1869379,q2
Well established LMMAs,Mangrove,Sahamalaza,Sofia,Analalava,Antafiatambalaka,P046,1,0.174,0.2474,0.95,0.324,0.2473,0.6667,0.338,0.2001,0.0392,0.164,0.0075,0.7023,0.33,0.2265,1,0.257,0.22240481,0.0294,0.22,0.006,0.5,0.233,0.1135,0.5,0.29,0.1726,0.2922,0.229,0.0686,1,0.302,0.3136,1,0.319,0.315,1,0.379,0.3715,1,0.178,0.1732,0.12,0.208,0.0275,0.2083,0.551,0.1031,0.25,0.241,0.0691,0.1996,0.263,0.0538,0.5221,0.25,0.378,0.0946,0,0.28,0,0.8,0.342,0.2736,0.3682,0.241,0.0925,0.0196,0.334,0.0065,0.5,0.429619722,0.2148,0,0.23970222,0,0.2213,0.201948503,0.0447,0.3333,0.38069361,0.1269,0,0.214992669,0,0.25,0.20862622,0.0522,0.75,0.195687501,0.1468,0.3258,0.213724639,0.0696,0.5,0.363267572,0.1816,1,0.309709252,0.3097,0.5833,0.327023177,0.1908,0.6821,0.151246925,0.1032,1,0.325747012,0.3257,0.6667,0.342611092,0.2284,1,0.331641896,0.3316,0.8858,0.181907181,0.1611,0.4711,-0.0509439,q4
Well established LMMAs,"Coral_reef,_Seagrass_bed,_Mangrove",Sahamalaza,Sofia,Analalava,Lagnamena,P047,1,0.174,0.2474,0.95,0.324,0.2473,0.3333,0.338,0.1,0.5686,0.164,0.1093,0.704,0.33,0.227,0,0.257,0,0.4265,0.22,0.0875,0,0.233,0,0,0.29,0,0.0875,0.229,0.0205,1,0.302,0.3136,0,0.319,0,1,0.379,0.3715,0.685,0.178,0.1186,0.62,0.208,0.1419,0.2083,0.551,0.1031,1,0.241,0.2763,0.5213,0.263,0.1406,0.5068,0.25,0.378,0.0946,1,0.28,0.2796,0.8,0.342,0.2736,0.6478,0.241,0.1627,0.1363,0.334,0.0451,0.25,0.429619722,0.1074,0,0.23970222,0,0.1525,0.201948503,0.0308,0.3333,0.38069361,0.1269,1,0.214992669,0.215,0,0.20862622,0,0,0.195687501,0,0.3419,0.213724639,0.0731,0,0.363267572,0,0,0.309709252,0,0.1667,0.327023177,0.0545,0.0545,0.151246925,0.0082,1,0.325747012,0.3257,0.6667,0.342611092,0.2284,1,0.331641896,0.3316,0.8858,0.181907181,0.1611,0.4359,-0.0708424,q3
Well established LMMAs,"Coral_reef,_Seagrass_bed,_Mangrove",Sahamalaza,Sofia,Analalava,Lagnamena,P048,1,0.174,0.2474,0.95,0.324,0.2473,1,0.338,0.3001,0.0588,0.164,0.0113,0.8061,0.33,0.26,0,0.257,0,0.0441,0.22,0.0091,0.6,0.233,0.1362,0.8,0.29,0.2762,0.4215,0.229,0.0989,0,0.302,0,0,0.319,0,1,0.379,0.3715,0.3715,0.178,0.0643,0.46,0.208,0.1053,0.2083,0.551,0.1031,1,0.241,0.2763,0.4846,0.263,0.1307,0.5539,0,0.378,0,1,0.28,0.2796,0.8,0.342,0.2736,0.5532,0.241,0.1389,0.6417,0.334,0.2122,0.25,0.429619722,0.1074,0,0.23970222,0,0.3196,0.201948503,0.0645,0.3333,0.38069361,0.1269,1,0.214992669,0.215,0,0.20862622,0,0,0.195687501,0,0.3419,0.213724639,0.0731,0.5,0.363267572,0.1816,0,0.309709252,0,0.5833,0.327023177,0.1908,0.3724,0.151246925,0.0563,0.85,0.325747012,0.2769,0.6667,0.342611092,0.2284,1,0.331641896,0.3316,0.8369,0.181907181,0.1522,0.4851,-0.068763,q4
Well established LMMAs,"Coral_reef,_Seagrass_bed,_Mangrove",Sahamalaza,Sofia,Analalava,Lagnamena,P049,1,0.174,0.2474,0.92,0.324,0.2395,0.5,0.338,0.15,0.1176,0.164,0.0226,0.6595,0.33,0.2127,0,0.257,0,0.0882,0.22,0.0181,0.5,0.233,0.1135,0.5,0.29,0.1726,0.3043,0.229,0.0714,1,0.302,0.3136,0,0.319,0,1,0.379,0.3715,0.685,0.178,0.1186,0.18,0.208,0.0412,0.3333,0.551,0.165,1,0.241,0.2763,0.4824,0.263,0.1301,0.5328,0,0.378,0,1,0.28,0.2796,1,0.342,0.342,0.6216,0.241,0.1561,0.1201,0.334,0.0397,0.25,0.429619722,0.1074,0,0.23970222,0,0.1471,0.201948503,0.0297,0.6667,0.38069361,0.2538,1,0.214992669,0.215,0.25,0.20862622,0.0522,0,0.195687501,0,0.5209,0.213724639,0.1113,0.75,0.363267572,0.2725,0,0.309709252,0,0.6667,0.327023177,0.218,0.4905,0.151246925,0.0742,0.85,0.325747012,0.2769,0.6667,0.342611092,0.2284,1,0.331641896,0.3316,0.8369,0.181907181,0.1522,0.5236,-0.0092157,q4
Well established LMMAs,"Coral_reef,_Seagrass_bed,_Mangrove",Sahamalaza,Sofia,Analalava,Lagnamena,P050,1,0.174,0.2474,1,0.324,0.2603,1,0.338,0.3001,0.0784,0.164,0.0151,0.8229,0.33,0.2654,1,0.257,0.2224,0.0588,0.22,0.0121,0,0.233,0,0,0.29,0,0.2345,0.229,0.055,1,0.302,0.3136,0,0.319,0,1,0.379,0.3715,0.685,0.178,0.1186,0.32,0.208,0.0732,0.3333,0.551,0.165,1,0.241,0.2763,0.5145,0.263,0.1387,0.5778,0,0.378,0,1,0.28,0.2796,0.8,0.342,0.2736,0.5532,0.241,0.1389,0,0.334,0,0.25,0.429619722,0.1074,0,0.23970222,0,0.1074,0.201948503,0.0217,0.6667,0.38069361,0.2538,1,0.214992669,0.215,0,0.20862622,0,0,0.195687501,0,0.4688,0.213724639,0.1002,0.5,0.363267572,0.1816,0,0.309709252,0,0.4167,0.327023177,0.1363,0.3179,0.151246925,0.0481,0.95,0.325747012,0.3095,0.6667,0.342611092,0.2284,1,0.331641896,0.3316,0.8695,0.181907181,0.1582,0.4671,-0.1106823,q1
Well established LMMAs,"Coral_reef,_Seagrass_bed,_Mangrove",Sahamalaza,Sofia,Analalava,Lagnamena,P051,1,0.174,0.2474,1,0.324,0.2603,0.3333,0.338,0.1,0.5098,0.164,0.098,0.7057,0.33,0.2276,1,0.257,0.2224,0.5735,0.22,0.1177,0.2,0.233,0.0454,0.2,0.29,0.069,0.4546,0.229,0.1067,1,0.302,0.3136,0,0.319,0,1,0.379,0.3715,0.685,0.178,0.1186,0.42,0.208,0.0961,0.3333,0.551,0.165,0.5,0.241,0.1381,0.3992,0.263,0.1077,0.5606,0,0.378,0,1,0.28,0.2796,0,0.342,0,0.2796,0.241,0.0702,0.1464,0.334,0.0484,0.25,0.429619722,0.1074,0,0.23970222,0,0.1558,0.201948503,0.0315,0.3333,0.38069361,0.1269,1,0.214992669,0.215,0,0.20862622,0,0.5,0.195687501,0.0978,0.4397,0.213724639,0.094,0,0.363267572,0,0,0.309709252,0,0.1667,0.327023177,0.0545,0.0545,0.151246925,0.0082,0.95,0.325747012,0.3095,0,0.342611092,0,1,0.331641896,0.3316,0.6411,0.181907181,0.1166,0.3205,-0.2400233,q2
Well established LMMAs,"Coral_reef,_Seagrass_bed,_Mangrove",Sahamalaza,Sofia,Analalava,Lagnamena,P052,1,0.174,0.2474,1,0.324,0.2603,1,0.338,0.3001,0.2157,0.164,0.0415,0.8492,0.33,0.2739,1,0.257,0.22240481,0.2059,0.22,0.0423,0.75,0.233,0.1703,0.875,0.29,0.3021,0.5147,0.229,0.1208,0,0.302,0,1,0.319,0.315,1,0.379,0.3715,0.6864,0.178,0.1189,0.22,0.208,0.0504,0.3333,0.551,0.165,1,0.241,0.2763,0.4916,0.263,0.1326,0.6461,0,0.378,0,1,0.28,0.2796,0.8,0.342,0.2736,0.5532,0.241,0.1389,0.0262,0.334,0.0087,0.25,0.429619722,0.1074,0,0.23970222,0,0.1161,0.201948503,0.0234,0.6667,0.38069361,0.2538,0.25,0.214992669,0.0537,0,0.20862622,0,0,0.195687501,0,0.3075,0.213724639,0.0657,0.5,0.363267572,0.1816,0,0.309709252,0,0.4167,0.327023177,0.1363,0.3179,0.151246925,0.0481,0.75,0.325747012,0.2443,0.6667,0.342611092,0.2284,1,0.331641896,0.3316,0.8044,0.181907181,0.1463,0.4225,-0.2235688,q2
Well established LMMAs,"Coral_reef,_Seagrass_bed,_Mangrove",Sahamalaza,Sofia,Analalava,Lagnamena,P053,0,0.174,0,1,0.324,0.2603,0.3333,0.338,0.1,0.0784,0.164,0.0151,0.3754,0.33,0.1211,1,0.257,0.2224,0.0588,0.22,0.0121,0.8571,0.233,0.1946,0.8571,0.29,0.2959,0.725,0.229,0.1701,1,0.302,0.3136,0,0.319,0,1,0.379,0.3715,0.685,0.178,0.1186,0.62,0.208,0.1419,0.2083,0.551,0.1031,0.25,0.241,0.0691,0.3141,0.263,0.0847,0.4945,0.25,0.378,0.0946,1,0.28,0.2796,0.8,0.342,0.2736,0.6478,0.241,0.1627,0.0251,0.334,0.0083,0.25,0.429619722,0.1074,0,0.23970222,0,0.1157,0.201948503,0.0234,0.3333,0.38069361,0.1269,1,0.214992669,0.215,0,0.20862622,0,0.75,0.195687501,0.1468,0.4887,0.213724639,0.1044,0,0.363267572,0,0,0.309709252,0,0.1667,0.327023177,0.0545,0.0545,0.151246925,0.0082,0.95,0.325747012,0.3095,0,0.342611092,0,1,0.331641896,0.3316,0.6411,0.181907181,0.1166,0.4154,-0.0791471,q3
